Book_ID,Title,Author,Genre,SubGenre,Publisher,Language,Pages,Publication_Year,Rating,Votes,Price,ISBN,Description,Cover_Image
3110,The Crimson Empire 3110,Author 4,Poetry,Gothic,Publisher 21,English,702,1997,3.5,1813,1551,4179534740247,"A compelling poetry novel by Author 4 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3111,The Crimson Secrets 3111,Author 99,Children,Epic,Publisher 5,English,746,2016,2.4,36909,1720,2957682118078,"A compelling children novel by Author 99 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3112,The Golden Mind 3112,Author 77,Drama,AI,Publisher 22,Hindi,434,1988,4.1,21725,575,7573650217085,"A compelling drama novel by Author 77 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3113,The Emerald Empire 3113,Author 49,Horror,AI,Publisher 14,Urdu,938,2004,2.0,3000,1859,6018329763414,"A compelling horror novel by Author 49 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3114,The Bright Mind 3114,Author 51,Young Adult,Cozy,Publisher 23,French,790,2025,4.9,7592,791,4049932124224,"A compelling young adult novel by Author 51 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3115,The Emerald River 3115,Author 121,Young Adult,AI,Publisher 18,Spanish,766,2011,3.5,48339,1420,9501466030897,"A compelling young adult novel by Author 121 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3116,The Bright Code 3116,Author 59,Romance,Gothic,Publisher 29,Urdu,539,1988,2.4,8810,777,4991409977040,"A compelling romance novel by Author 59 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3117,The Crimson River 3117,Author 90,Technology,Contemporary,Publisher 28,French,853,2026,4.1,7842,1360,1898870318292,"A compelling technology novel by Author 90 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3118,The Bright Empire 3118,Author 9,Poetry,Cozy,Publisher 26,French,942,2012,3.2,28115,614,6342876077726,"A compelling poetry novel by Author 9 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3119,The Dark Forest 3119,Author 8,Business,Contemporary,Publisher 26,Hindi,415,2011,1.6,13833,1543,5094304730571,"A compelling business novel by Author 8 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3120,The Bright Future 3120,Author 96,Biography,Medieval,Publisher 11,Hindi,534,1998,4.6,3478,1141,1875498609692,"A compelling biography novel by Author 96 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3121,The Lost Empire 3121,Author 41,Finance,Productivity,Publisher 15,French,297,1988,2.9,23495,1149,9392942536215,"A compelling finance novel by Author 41 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3122,The Lost River 3122,Author 95,Historical,Productivity,Publisher 3,Hindi,337,2022,3.0,25844,500,6643809984986,"A compelling historical novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3123,The Dark Journey 3123,Author 121,Fantasy,Cozy,Publisher 10,Urdu,221,2022,2.1,43982,572,1824885578737,"A compelling fantasy novel by Author 121 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3124,The Golden Secrets 3124,Author 14,Thriller,Gothic,Publisher 2,Hindi,631,2003,3.5,10861,726,5660695829520,"A compelling thriller novel by Author 14 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3125,The Bright Journey 3125,Author 136,Technology,Cyberpunk,Publisher 12,English,745,2014,4.8,26792,468,5505839744878,"A compelling technology novel by Author 136 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3126,The Dark Mind 3126,Author 114,Young Adult,Cyberpunk,Publisher 22,Urdu,150,1999,4.0,9853,1439,8147245736834,"A compelling young adult novel by Author 114 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3127,The Dark Dreams 3127,Author 71,Children,Productivity,Publisher 25,English,737,2026,3.9,45050,1111,6341130006134,"A compelling children novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3128,The Silent Dreams 3128,Author 64,Self Help,Gothic,Publisher 9,Hindi,434,2026,2.2,41001,878,5220181126499,"A compelling self help novel by Author 64 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3129,The Forgotten Forest 3129,Author 32,Historical,Contemporary,Publisher 11,English,586,1987,4.2,43116,1038,0662230903107,"A compelling historical novel by Author 32 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3130,The Bright Empire 3130,Author 95,Fantasy,Productivity,Publisher 9,French,328,1991,2.7,34137,1102,3347278769382,"A compelling fantasy novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3131,The Forgotten Legacy 3131,Author 114,Historical,Productivity,Publisher 8,French,233,2006,3.6,4238,1816,8905942262160,"A compelling historical novel by Author 114 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3132,The Hidden Legacy 3132,Author 116,Horror,AI,Publisher 18,Urdu,799,2004,1.2,32853,524,5085286697573,"A compelling horror novel by Author 116 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3133,The Crimson Forest 3133,Author 112,Adventure,AI,Publisher 24,Spanish,422,1994,3.1,13451,224,5301639745390,"A compelling adventure novel by Author 112 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3134,The Dark Empire 3134,Author 97,Adventure,Productivity,Publisher 4,Urdu,357,1995,3.9,12960,444,3991165336166,"A compelling adventure novel by Author 97 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3135,The Golden Code 3135,Author 132,Poetry,Python,Publisher 12,English,364,2025,4.2,36661,1578,2315706282530,"A compelling poetry novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3136,The Dark Secrets 3136,Author 30,Fantasy,Contemporary,Publisher 21,English,783,1983,2.2,7289,530,4886977403817,"A compelling fantasy novel by Author 30 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3137,The Emerald Forest 3137,Author 137,Drama,Gothic,Publisher 29,French,145,2004,3.8,49039,876,4784428053964,"A compelling drama novel by Author 137 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3138,The Emerald Forest 3138,Author 92,Technology,Psychological,Publisher 19,Urdu,173,2015,2.7,46542,268,4155283915779,"A compelling technology novel by Author 92 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3139,The Forgotten Code 3139,Author 53,Finance,Contemporary,Publisher 7,French,839,2014,2.0,31412,1721,1510273070165,"A compelling finance novel by Author 53 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3140,The Hidden Legacy 3140,Author 114,Drama,Productivity,Publisher 18,Hindi,457,2004,3.5,36749,1705,3333314799647,"A compelling drama novel by Author 114 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3141,The Bright Mind 3141,Author 21,Horror,Epic,Publisher 5,French,228,2021,3.3,37411,1249,5732170779150,"A compelling horror novel by Author 21 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3142,The Crimson River 3142,Author 141,Horror,AI,Publisher 29,English,617,2009,3.9,31069,688,0916920617606,"A compelling horror novel by Author 141 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3143,The Emerald Future 3143,Author 40,Drama,Contemporary,Publisher 24,French,532,1989,4.4,13424,1219,4735974393495,"A compelling drama novel by Author 40 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3144,The Golden River 3144,Author 107,Biography,Psychological,Publisher 5,Hindi,215,1989,2.1,41999,539,8163913486580,"A compelling biography novel by Author 107 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3145,The Lost Code 3145,Author 129,Horror,Gothic,Publisher 11,English,879,2004,4.7,30363,1123,1837283610418,"A compelling horror novel by Author 129 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3146,The Golden River 3146,Author 24,Fantasy,Epic,Publisher 11,Spanish,924,1993,4.3,23384,1765,8685957312645,"A compelling fantasy novel by Author 24 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3147,The Emerald Mind 3147,Author 117,Self Help,Python,Publisher 23,Hindi,141,1992,4.3,21373,1269,0581252330538,"A compelling self help novel by Author 117 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3148,The Crimson Code 3148,Author 126,Self Help,Psychological,Publisher 3,French,941,2014,1.9,727,1594,9253415777644,"A compelling self help novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3149,The Hidden Dreams 3149,Author 148,Fantasy,Productivity,Publisher 21,Urdu,514,1991,1.9,15436,1380,8145529521198,"A compelling fantasy novel by Author 148 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3150,The Infinite Code 3150,Author 99,Technology,AI,Publisher 29,Hindi,848,2011,1.5,35144,1672,2181502434663,"A compelling technology novel by Author 99 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3151,The Crimson Legacy 3151,Author 107,Finance,Cyberpunk,Publisher 14,French,546,2006,2.5,27180,1019,3917623402225,"A compelling finance novel by Author 107 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3152,The Dark River 3152,Author 102,Business,Python,Publisher 4,English,341,2021,2.6,13975,1947,8395606433858,"A compelling business novel by Author 102 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3153,The Hidden Empire 3153,Author 133,Business,AI,Publisher 4,Urdu,221,2014,2.1,42470,578,9889883895629,"A compelling business novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3154,The Emerald River 3154,Author 72,Programming,AI,Publisher 11,Hindi,754,1982,1.5,9062,721,0410484177617,"A compelling programming novel by Author 72 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3155,The Dark Code 3155,Author 18,Poetry,Gothic,Publisher 29,English,684,2007,1.8,16734,410,3951646355759,"A compelling poetry novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3156,The Hidden Code 3156,Author 133,Fantasy,Gothic,Publisher 5,Urdu,940,2013,1.2,45540,890,1198097467791,"A compelling fantasy novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3157,The Infinite Forest 3157,Author 131,Business,Cyberpunk,Publisher 18,Hindi,300,2009,4.5,11405,800,6853812690580,"A compelling business novel by Author 131 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3158,The Crimson Secrets 3158,Author 137,Philosophy,Cozy,Publisher 11,French,612,2017,4.3,36602,1919,9556189830855,"A compelling philosophy novel by Author 137 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3159,The Lost Forest 3159,Author 49,Fantasy,Psychological,Publisher 30,Hindi,397,2024,3.9,41211,1843,2176298071023,"A compelling fantasy novel by Author 49 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3160,The Infinite Code 3160,Author 40,Health,Gothic,Publisher 1,English,858,2007,4.2,20488,234,3360438872812,"A compelling health novel by Author 40 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3161,The Infinite Journey 3161,Author 80,Mystery,AI,Publisher 7,French,595,1999,3.2,5717,1029,3858930245552,"A compelling mystery novel by Author 80 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3162,The Dark Future 3162,Author 93,Finance,Psychological,Publisher 26,Urdu,276,2015,1.1,3721,1617,7020069792398,"A compelling finance novel by Author 93 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3163,The Golden Forest 3163,Author 96,Philosophy,Cozy,Publisher 4,Urdu,868,1986,1.6,43481,1551,6872558267884,"A compelling philosophy novel by Author 96 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3164,The Silent Code 3164,Author 133,Children,Psychological,Publisher 19,Spanish,862,1982,1.5,20752,278,8315040281281,"A compelling children novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3165,The Dark Mind 3165,Author 106,Programming,Productivity,Publisher 23,Spanish,798,1982,1.9,37322,1551,5873241800655,"A compelling programming novel by Author 106 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3166,The Hidden Mind 3166,Author 88,Adventure,Cyberpunk,Publisher 24,Urdu,895,1992,4.8,1681,783,2135328615622,"A compelling adventure novel by Author 88 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3167,The Emerald Journey 3167,Author 21,Historical,Contemporary,Publisher 15,Urdu,782,1983,4.5,26258,1927,9706774185523,"A compelling historical novel by Author 21 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3168,The Forgotten River 3168,Author 44,Health,Medieval,Publisher 4,Spanish,619,2025,2.7,41073,903,0230371749880,"A compelling health novel by Author 44 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3169,The Infinite River 3169,Author 110,Biography,Productivity,Publisher 28,Hindi,121,2018,2.5,28126,1928,7655210753132,"A compelling biography novel by Author 110 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3170,The Silent Code 3170,Author 41,Business,Epic,Publisher 7,French,615,2000,3.5,32993,995,5340001551937,"A compelling business novel by Author 41 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3171,The Bright Legacy 3171,Author 149,Health,Cozy,Publisher 11,Spanish,799,1993,2.1,18653,930,4016346763411,"A compelling health novel by Author 149 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3172,The Golden Forest 3172,Author 36,Fantasy,Python,Publisher 19,Hindi,636,1996,2.3,24987,1594,4157947991257,"A compelling fantasy novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3173,The Crimson River 3173,Author 133,Philosophy,Contemporary,Publisher 2,English,743,2007,4.3,126,1372,6703501882547,"A compelling philosophy novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3174,The Crimson Dreams 3174,Author 117,Thriller,Medieval,Publisher 21,Spanish,458,1985,1.3,20292,1643,3423905251844,"A compelling thriller novel by Author 117 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3175,The Crimson Dreams 3175,Author 147,Young Adult,Medieval,Publisher 21,Urdu,813,1992,4.8,1094,1725,2324210406110,"A compelling young adult novel by Author 147 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3176,The Forgotten Journey 3176,Author 17,Programming,Cyberpunk,Publisher 29,Spanish,612,2018,3.7,38796,746,9168748395988,"A compelling programming novel by Author 17 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3177,The Hidden Mind 3177,Author 25,Science Fiction,Epic,Publisher 2,Hindi,650,1983,5.0,13706,1023,2042495768939,"A compelling science fiction novel by Author 25 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3178,The Forgotten Mind 3178,Author 104,Mystery,Productivity,Publisher 22,English,156,2018,4.5,15060,1359,7420084518214,"A compelling mystery novel by Author 104 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3179,The Crimson Empire 3179,Author 126,Mystery,Gothic,Publisher 26,Hindi,413,2017,1.9,1206,1088,0349310098902,"A compelling mystery novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3180,The Hidden Legacy 3180,Author 60,Poetry,Gothic,Publisher 13,French,314,2002,5.0,16207,551,7061412553765,"A compelling poetry novel by Author 60 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3181,The Infinite River 3181,Author 71,Self Help,Cozy,Publisher 27,Hindi,729,1995,4.1,15297,1678,7167806833280,"A compelling self help novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3182,The Bright Secrets 3182,Author 2,Biography,Cozy,Publisher 1,English,673,1985,2.4,44065,1000,7679836844204,"A compelling biography novel by Author 2 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3183,The Lost Mind 3183,Author 74,Thriller,Medieval,Publisher 11,English,433,1982,2.2,15499,1130,3548744840152,"A compelling thriller novel by Author 74 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3184,The Forgotten River 3184,Author 68,Self Help,Medieval,Publisher 20,Urdu,463,1991,4.7,44770,1219,8964183665413,"A compelling self help novel by Author 68 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3185,The Hidden Forest 3185,Author 147,Self Help,Cozy,Publisher 22,Hindi,152,1996,2.0,14886,470,5949161447471,"A compelling self help novel by Author 147 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3186,The Lost Journey 3186,Author 24,Adventure,AI,Publisher 22,French,762,1995,3.3,24276,540,9327610442839,"A compelling adventure novel by Author 24 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3187,The Dark Journey 3187,Author 102,Science Fiction,AI,Publisher 16,French,888,1999,3.7,44000,487,6037083263989,"A compelling science fiction novel by Author 102 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3188,The Bright Journey 3188,Author 125,Business,Psychological,Publisher 7,Hindi,536,1990,2.9,8679,1753,7999255280400,"A compelling business novel by Author 125 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3189,The Lost Code 3189,Author 87,Philosophy,Medieval,Publisher 1,Hindi,814,2022,3.2,49794,747,4042569907581,"A compelling philosophy novel by Author 87 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3190,The Emerald Secrets 3190,Author 141,Romance,Gothic,Publisher 5,Hindi,912,2004,1.4,10833,1783,2752720537086,"A compelling romance novel by Author 141 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3191,The Emerald Code 3191,Author 128,Adventure,AI,Publisher 22,Spanish,721,2008,4.2,3938,1374,5194076369996,"A compelling adventure novel by Author 128 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3192,The Golden Secrets 3192,Author 57,Poetry,Productivity,Publisher 19,French,840,1996,3.4,32076,1479,5892458202443,"A compelling poetry novel by Author 57 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3193,The Infinite Legacy 3193,Author 131,Poetry,Medieval,Publisher 29,Spanish,125,2021,2.6,10757,1609,9012910460249,"A compelling poetry novel by Author 131 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3194,The Infinite Mind 3194,Author 86,Adventure,Psychological,Publisher 26,Hindi,674,2017,1.5,42591,1745,2709566246872,"A compelling adventure novel by Author 86 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3195,The Emerald Dreams 3195,Author 11,Young Adult,Cyberpunk,Publisher 8,Spanish,876,1988,2.6,27274,1442,9954342940827,"A compelling young adult novel by Author 11 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3196,The Lost Secrets 3196,Author 45,Horror,Cyberpunk,Publisher 4,English,438,2005,4.0,8261,951,3039754339934,"A compelling horror novel by Author 45 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3197,The Forgotten Dreams 3197,Author 143,Horror,Medieval,Publisher 8,Urdu,183,2008,1.6,31188,1139,0617811428941,"A compelling horror novel by Author 143 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3198,The Crimson Dreams 3198,Author 103,Mystery,Epic,Publisher 3,French,732,2022,3.3,1055,1817,7211711404781,"A compelling mystery novel by Author 103 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3199,The Crimson Code 3199,Author 20,Technology,Cyberpunk,Publisher 15,French,805,1997,1.2,2746,585,7835087758610,"A compelling technology novel by Author 20 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3200,The Dark River 3200,Author 67,Mystery,Psychological,Publisher 16,French,890,2004,4.6,41184,570,9477170936983,"A compelling mystery novel by Author 67 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3201,The Hidden Secrets 3201,Author 139,Poetry,Python,Publisher 5,Hindi,357,1981,2.7,33897,257,7708483457772,"A compelling poetry novel by Author 139 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3202,The Hidden Forest 3202,Author 82,Adventure,Psychological,Publisher 18,English,257,1984,4.2,194,371,0986463697180,"A compelling adventure novel by Author 82 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3203,The Dark Legacy 3203,Author 51,Self Help,AI,Publisher 25,Urdu,839,2007,3.2,30446,593,8765292234747,"A compelling self help novel by Author 51 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3204,The Golden Mind 3204,Author 95,Young Adult,Psychological,Publisher 3,French,172,1982,2.5,7662,229,8277836221243,"A compelling young adult novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3205,The Crimson Future 3205,Author 113,Thriller,Cozy,Publisher 29,French,423,2006,3.4,27448,1878,1910535843114,"A compelling thriller novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3206,The Bright River 3206,Author 79,Programming,Psychological,Publisher 4,French,129,2021,4.3,41535,328,5115546294315,"A compelling programming novel by Author 79 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3207,The Emerald Future 3207,Author 138,Adventure,Cozy,Publisher 20,Hindi,827,2017,4.2,18689,565,5553298793894,"A compelling adventure novel by Author 138 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3208,The Dark Mind 3208,Author 29,Mystery,Python,Publisher 9,Spanish,660,2016,4.8,31744,1558,5409820434792,"A compelling mystery novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3209,The Crimson Dreams 3209,Author 51,Young Adult,Productivity,Publisher 1,Spanish,591,2026,2.0,39355,1753,7682432811590,"A compelling young adult novel by Author 51 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3210,The Forgotten Dreams 3210,Author 123,Drama,Python,Publisher 19,Hindi,469,1993,4.0,25805,259,7906985733355,"A compelling drama novel by Author 123 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3211,The Dark River 3211,Author 29,Technology,Gothic,Publisher 7,Hindi,762,2012,4.7,9920,1321,9299048444398,"A compelling technology novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3212,The Emerald Dreams 3212,Author 15,Philosophy,Psychological,Publisher 27,English,143,2016,3.1,1286,1203,8799162915570,"A compelling philosophy novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3213,The Dark Dreams 3213,Author 36,Historical,Cozy,Publisher 5,Hindi,794,1991,4.4,22801,247,5790228669746,"A compelling historical novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3214,The Crimson Secrets 3214,Author 109,Poetry,AI,Publisher 8,Hindi,815,2002,2.8,18464,1945,9985707436203,"A compelling poetry novel by Author 109 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3215,The Crimson Empire 3215,Author 148,Romance,Cozy,Publisher 18,English,124,1997,1.6,12627,1978,1185233031497,"A compelling romance novel by Author 148 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3216,The Infinite Dreams 3216,Author 25,Business,Epic,Publisher 12,Spanish,488,1998,2.9,30390,1091,5497915676865,"A compelling business novel by Author 25 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3217,The Forgotten Journey 3217,Author 80,Children,Gothic,Publisher 27,French,763,2017,3.5,25830,855,8151658737233,"A compelling children novel by Author 80 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3218,The Forgotten Code 3218,Author 95,Horror,AI,Publisher 3,French,526,2016,1.2,10565,303,6595821535752,"A compelling horror novel by Author 95 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3219,The Lost Journey 3219,Author 125,Mystery,Psychological,Publisher 2,Hindi,683,2024,2.4,34739,1781,3216143258387,"A compelling mystery novel by Author 125 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3220,The Hidden Mind 3220,Author 52,Romance,Cozy,Publisher 12,English,373,1996,1.1,10199,1435,7448714006613,"A compelling romance novel by Author 52 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3221,The Lost Mind 3221,Author 137,Horror,Psychological,Publisher 8,English,259,2011,3.8,963,590,9380028181497,"A compelling horror novel by Author 137 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3222,The Lost Mind 3222,Author 130,Historical,Gothic,Publisher 21,Spanish,129,2014,2.6,48705,701,3070317005085,"A compelling historical novel by Author 130 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3223,The Golden Mind 3223,Author 33,Children,Python,Publisher 27,English,395,1988,3.8,27022,567,2318963644377,"A compelling children novel by Author 33 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3224,The Lost Empire 3224,Author 132,Romance,Epic,Publisher 9,Spanish,199,2003,3.9,5865,289,0922564575615,"A compelling romance novel by Author 132 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3225,The Golden Legacy 3225,Author 127,Business,Cozy,Publisher 6,Spanish,815,2003,4.4,25861,1424,4742083038328,"A compelling business novel by Author 127 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3226,The Crimson Legacy 3226,Author 105,Finance,Psychological,Publisher 6,English,294,2011,2.1,4093,1922,5079560611524,"A compelling finance novel by Author 105 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3227,The Hidden Journey 3227,Author 91,Technology,AI,Publisher 18,English,162,2004,2.1,12955,1681,0922963635331,"A compelling technology novel by Author 91 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3228,The Hidden River 3228,Author 148,Technology,Gothic,Publisher 20,English,828,2020,2.3,3589,1097,1539866385266,"A compelling technology novel by Author 148 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3229,The Lost Legacy 3229,Author 116,Finance,Python,Publisher 3,Urdu,371,1990,1.9,49967,720,9999610957690,"A compelling finance novel by Author 116 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3230,The Hidden Empire 3230,Author 93,Historical,Psychological,Publisher 27,English,761,2018,2.3,34350,1018,0133666487702,"A compelling historical novel by Author 93 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3231,The Hidden Journey 3231,Author 37,Poetry,Productivity,Publisher 4,French,146,1999,4.4,49450,967,2983578360004,"A compelling poetry novel by Author 37 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3232,The Lost Secrets 3232,Author 71,Thriller,Gothic,Publisher 13,Spanish,220,1992,1.1,3861,1000,4669045845031,"A compelling thriller novel by Author 71 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
